0x🇦,58390315344989445740245170451085368101667876725142570872382307386988151841271
0x🇧,30997819804775739435038314259593431771635066871232560442262634343441160957420
0x🇨,50136602370379053304565727428315681605535328189549684336208692900729088805202
0x🇩,101368282779824708966419871709636572486238697278074690293681917215621117499793
0x🇪,80394506369631527557198805915124821353676840013083311729701560132457407814258
0x🇫,101849002432619014064960285441515462472357864781450370274873170475709889316962
0x🇬,83099991027633456968919825551764244272458634063770197471075211035879608515171
0x🇭,20208173410305398944198728583945136876585230841252501420319126181347289510227
0x🇮,9996782262684359792185710202831394391238263986947116140090203638227136482416
0x🇯,85221172388589015832415567267003930152563268222105478628258916359124001865215
0x🇰,42617336677071293539551313927860962016072946912798997279115395198816449238020
0x🇱,15553265724123262330340437335707026173680739909924592694226530661675991788337
0x🇲,40104927349215259658106736897317087671869392006044178550749779851681300649160
0x🇳,18141177129416269998418849791586102321371674304576688468643718461792871916350
0x🇴,85728871808838920967287105396846521398427606228881967104330628475556415575676
0x🇵,86867511456249359849587035062125035209477137236856647086772851680573181582036
0x🇶,64748297283014680582434625542393038742700448176792825873418962118474146242467
0x🇷,12954759388071638010585333352796368758794504708131546116804331996155306827115
0x🇸,52445318763478344095842141405308589861391795376478459166673782276977889936811
0x🇹,68898189059853101663953700272176028314763294978110704815645410884958361052567
0x🇺,69106069118137461477821768269913937453202937147984158955206740566892596092827
0x🇻,104969803621218325623343129682278186863212830203157863318608338460210639650942
0x🇼,81820802053599499432856821245787242348306618633077560124195835442872528581501
0x🇽,74412569063746308707438424428249904187904960729038441571474503881002700963602
0x🇾,9969865852946921877348644944413810006606463757632332885052824602960262211162
0x🇿,79180106910228875670535751138622400911678954628255596081823412187381841259287
0x😀,92894115324744563443821528328930438132135383673644862406431281414821566310180
0x😃,25939695168790941541239245394546685038712266803053354608445960241969885323044
0x😄,55714892263190757356199378857759987676273490943342398234009031098681186818212
0x😁,81304019347992711733405612216594989395046515589909463760381398413481515038319
0x😆,3638529072874290363843508269172964691466875164753501695447354306750754593669
0x😅,87954515686815123658701385177222977809220617061820384651296903756524841301652
0x🤣,79750714026860833948709153422157157807639304602799263976968392373959449073932
0x😂,112413658083629703173455731232779679043321420580239421230528273523847099157925
0x🙂,41519765997255632877282627963846301168165677985968583797896720241886954265759
0x🙃,83708047884412273522959501343217564495388492643981476955490299002262417875727
0x🫠,98825404107860553257335566743900793069292540098391088559195506957725605941002
0x😉,27191924382224688804416801331802541105691323043408770151349184327074356237362
0x😊,86187722619250451639986919067699875343041243753812224954079364361229006212871
0x😇,113167185096020758197005473050336927895244509310302207388244358324022964707436
0x🥰,55469670336525118598316279845867328461703080515788832932232390322924935154686
0x😍,83640998178768857994298626146115770404790572897724393200349320174244128751923
0x🤩,112817162912139510350780123411512297960234187883863711226293587039319773736565
0x😘,8598303233566839921018253648104062847024649567866071430973488834378922550622
0x😗,166245292324124146103184240551987162261132007084977483281254262687792148277
0x☺,16398864084755339152717661320837521392788291103715656992238552526088905796706
0x😚,13928765527800519210230318561915568218341182232661494988595001228575861217762
0x😙,98229797771716801913281854581962247669397742957270861763579718251446009867113
0x🥲,16858894401672479313254975406935148805588619512863059161193436013108239637306
0x😋,113711177523146567569645035924918967820033492647456269605450110201838406836155
0x😛,95296673937091682655505821278018561483612738771861212962804958679482080377015
0x😜,10574305327454279425860400132529017363230285340366026392335390851532021884992
0x🤪,31416302029734353267663488399348878081876888336372544884014871078880238712372
0x😝,78419883758720772282878892215242590423542805971418943135257797882621031091453
0x🤑,25339123071111366151052000831771573706330949308034764829361573627017165946271
0x🤗,105900703871400199646046369805553367729496535098245081596174533356811941212304
0x🤭,28604577197581350165025628515737287612414704371949553224273702460876432182191
0x🫣,64816170798146840321497197313065825249790896104920182383591517632961080825276
0x🤫,97374884786034979489778338986629446726903860719340944098534045860551166730222
0x🫢,18364766294938419749661946342293703718461208827294242751696364867149066600511
0x🤔,57250429529344741164863201179076472170421591932258755734971792648012804095886
0x🫡,5967936569682916077321930857011279665878390937976670252177971514459533128477
0x🤐,89540991711159398498675122490494151891767325157347197482864329483008644242095
0x🤨,15376176108855942460809942018363744924330070486928607850680295461252255786370
0x😐,43096227328188869252134527121454124237375764382423921871303772822348858635057
0x😑,90970018527637712095676305374743511798969677929536815498098670643646427474701
0x😶,3581531658454733185645944139657137797306526570877792218100436659126127492895
0x🫥,26989929234909832641975474505314409444131018873247099874973500388139133954229
0x😏,47844084347632842045908826939981817228989330804488965921369163991010997425722
0x😒,782977253638329856418167559278903545992718993665553332487097069737954077153
0x🙄,39433926529858650093040000169166430541618901230146906013584988934124348210472
0x😬,100622230085393285030719023061940176063347799358229641931975062520034547514857
0x🤥,4813839218193418252546397645867801661546618416616071669282213783222976478575
0x😌,25636077348392850900448963738283913420031189526372931131196785833260863557012
0x😔,111405862460444400790644336147634168900181223651101829717820077560085515764333
0x😪,29866260585343005355959350126579236384309278129893456854834949627425011506304
0x🤤,24700432904894387936941192119811252141195696168320099776106349408391079048226
0x😴,93688034534619183153173420936049957885667977838522447592799145810155625209894
0x😷,17531489064406624203902204667010106520717793859991955537549811055364520231781
0x🤒,97708434232574192828785272694630841167847341655698892069008984138330031706446
0x🤕,515686403053842514779349169201452143736587367356867165612887756288504631540
0x🤢,5720503119061068225297636037690394730275059375961372476395095819368386054450
0x🤮,106620170398592548494266697194200685971202919397794024118823200745330193293615
0x🤧,64551487983355561310959254848686258723617106894944309489687472044478855343058
0x🥵,69986057434728365727909997759865252657453072052559283724792652403917542282819
0x🥶,98012035001610574963577475747223338518727609141850345776391844427887090181633
0x🥴,82307497645654861790507412727768279525032491247454009469008115712892182848957
0x😵,5554680368102467184023834559815605324064385428128406017214892050749310989726
0x🤯,91247750973830079861390630458950304040128373489634629775347443189536038471310
0x🥳,3268312375434745261881231090385149858667681091572607143307728413114519911454
0x🤠,75905530970257825632379945441850905975030766391840941533434931010261844719565
0x🥸,33705076778487290909934605729188300280999743578971147359036423954676350534112
0x😎,61918212579604142594128548094761741002528322096335146411768277155485774284570
0x🤓,81200281365916483484572175201515966783610400065088191541281831982871887074739
0x🧐,27600068404253142631197070182769725181554939468575850435219354913988963112065
0x😕,65039816037066367646512425404255478728382741243765960930264074267074357363578
0x🫤,42243020651291089010177874425856660881614671705444654225549385784187320310395
0x😟,6277278800512342616615764824534612135164453864932919256357378871242580881578
0x🙁,12499118345793127241393580616642425990145482893118549378502861203204096628356
0x☹,18189202087155237347400852107277706298610155338453966672961046323984563674977
0x😮,12023382333997489664450282477897376933139525226203867525342545482222248197585
0x😲,66620009144982339257648412928850528279638537661343894855694659118283135020664
0x😳,78886886367058315573440897842839255478813076770331192770118416781006375445257
0x🥺,35790991180311893896851306675256704879668506150374121698232078388004370251614
0x🥹,17623569870549246358397089340753081086951665063552003914070364061016487363555
0x😦,16525560597343733557618190342248623946911619908017153129887210675050751265618
0x😧,44506288698214032483597888596742918048512783647348642430068251664919094924374
0x😨,74057372483272959971079432523403133418092859035783077578485013334717364185797
0x😯,35512252821017335829640695794755302003853153052481063924417579795330557338679
0x😰,34660641498179787285371505429232586483310838576988248459939122441592058463504
0x😥,90271490302952924234316557258173351735408744138103599008161766784954984551610
0x😢,12109288144181724267832125770397983423931101376856118163142973243003341608506
0x😭,91600258038042788496683202744598476308752153777596702900868354320507822628676
0x😱,88512775314655812366651674752533634916143739572152190576398306696679442995494
0x😖,106912010538603074658814905335973565674983435083001440815790517812810199722705
0x😣,54774490508975740011495773205606120153414398564530842259477252038634237624965
0x😞,94731830884640942233351019348741277811513734769614387034335152760085525164479
0x😓,99042324434872682709882410953524642195850350395573555559133734390974038622627
0x😩,36867947494138756760588211930653405642295093374746578510176048529700892303552
0x😫,9726377114929178550542604124891915890846116620759581553488064688934502524024
0x🥱,19300135992637250148007788607471613798747319718186589403663655620128950597482
0x😤,101677252750809411128649389110794084510810689565278034286760982133753658190682
0x😡,68390530289359304761624339337833301768663815106068776212447618380930586555028
0x😠,74617319570941119329003959553294153487563992187463120974959943258961510639745
0x🤬,73700771991052758308407264623859956686423036082400299924191632006684958034747
0x😈,106573120666977066160627761557323150827584423432201305008483694319233154641005
0x👿,91904525845744648137628578428715406939861779974242184316856446675271912697081
0x💀,48010173984393321593084197685685804087607155204834569877573711591517701028858
0x☠,67023102393172356447063984859362449480865525118664078939275554099878098363991
0x💩,64878123564617274787655909987961875562327138527694731040059134239664485926145
0x🤡,18599528626550356191750129116084424212986631625209321366939565619457585623627
0x👹,9014701335211449810555057816445312383388090206970581333492806952663352747385
0x👺,48312201012691910160281774022562545813455550884167348939639547964652723135342
0x👻,114996756320849248081551801718938187629456389199210489487488400710397792475937
0x👽,99825797768685333784336090605595878966712573107141846482436415567410231134953
0x👾,83791873428125883772481533561772335819830114145228050403437240669510149734532
0x🤖,20249308569125567124835416102168850156538058839322131901583714163163171299591
0x😺,17243305722523882302992932336127805765271124915097514958053149892587473809557
0x😸,34012224429314611307029297212916996718251524271266569940726849755663523809028
0x😹,107542459268565535980784462733479583574575916305104938580971318228673728420885
0x😻,43365408372403651461362704425958222948978932070119231294859068684461946085796
0x😼,22202300992870771079800172180540820952921049928185234336634167335814945027527
0x🙀,63957598919112131162242194514235451667423109814414117222883662632596771758073
0x😽,76364324521122365917887568464487606310663712485091326557602073235836336941934
0x😾,28831755713686458322670800219512633970647408676746596119774951689360175554023
0x😿,107593722218662194355138473005091754495246126072289416921842160098579719597754
0x🙈,104375714753844291410308611042990174684429965403411305946788630593151968925905
0x🙉,99604203967116749607887438595142629588181933078508264114024729794409413688829
0x🙊,25892783330220527955121695277886638398489319773941901214761429444950103286657
0x💋,43963961053463429478708876855121938408967119968718884748506973316247780200247
0x💌,104429181973587928267447093447735822277947503091265145801511984082694834574500
0x💘,30124471717102427190655437646705189809828034171270187537033659195874508952250
0x💝,85255692515168565392992369760570910499440271633058898139790029120742122034333
0x💖,27868171454985549305607981615064746251130805105275332490663525806478453286558
0x💗,66868608637337966406060641531578236687760502538076899276551811890709414745246
0x💓,46664447672956098786012569731996283301394142620924546970045881592422993807652
0x💞,58012286157824350355617330303843090037457206199315634157856551825175787448904
0x💕,28613518737528741347776367174173869075984974908249279186762352714246574956686
0x💟,81106063691641157541128205728555389173398779175026389890017791997628670560543
0x❣,4884939679185037753603240591040559354436505170653684892814874768481386673662
0x💔,62842669185909415878638366387094462288674124856201602958777114317038493168456
0x❤,58701649162992885269782012141476737306175800086032276019235770976470883177453
0x🧡,3112972952237304638282405014925470328520964485964308303411601246495874013624
0x💛,7462435154301997237202652891959902523676147428191956361895453300546765750474
0x💚,83154766562503112761144899685966425537801050984221717076666045406881774126420
0x💙,64528325403336594798070521104054062155832612219380031297925881158798999116814
0x💜,56618247440056356041083960392926479349824211375337950869730680078983692459640
0x🤎,4459260604939023815967162233848921011666466895242891454336447716643365647499
0x🖤,41204755793954895351037572283093122004227242436548878367819181322240861230305
0x🤍,99934386933693534852423257331385163612848682618817593451921869121482443882726
0x💯,79294142200267116458421570595875307940823047472729230568731749948082557564690
0x💢,100206515590719219051952050115352970132955928167379588631414184952406997802686
0x💥,70032999748433472895089370969478797153199044235963936217214392482574602648047
0x💫,93915567822816596717778378304801021328126603322980976073957651451139499361952
0x💦,6605394367947909546999855309639488151624938530201077265521027319917633109019
0x💨,36051377535503949340856591758323473055011902750470628196971093047956114298869
0x🕳,41232578653786356751991125817997972276810286486259526547527271909034968392100
0x💣,90402212803941444424979621927549302152985136155856401095832765250995651883912
0x💬,93487396896275246464348030853923739913906375191464781634326336011423403818260
0x🗨,79930588459411214885461730731290458110195173090347518758958755053147334281779
0x🗯,84388162658275212008198107129653699753255427303318962971679781403288596065562
0x💭,84763108268364281569762018388470004818621502230629893942046149050991833198140
0x💤,26627756437151695645870506944829032964616392144391699092977221206252907486534
0x👋,5629866024267925257400131693682729674838914345490758250178695468690881312172
0x🤚,68855067904031401274036989599451122980462648099978099221749644305073142882541
0x🖐,17882551669681392618552773234611707366655373904589201496281812906030374737913
0x✋,79165122229633421108078559524258673424971565872774427294016965323648785586842
0x🖖,16676968043029213853044907359543231582370664265322806116500996122202921387757
0x🫱,55944849275704532129833117542602594280873066777509145404815315805549696050791
0x🫲,47682312901643141778648464600948622949618928652726860581551486123032286093359
0x🫳,17593655360295943877979382604289106655887099542183140760214531683788907127188
0x🫴,95821305886692660291849986957277152272308121842262402680314523412266265455150
0x👌,75970040735015800276513036983001575202707455848070690008873179283020447075595
0x🤌,74927046454410410060271027244997553791616232545450620454069624176988867766513
0x🤏,82836150634826697678769348760945136228338902568632454210645826224228257062537
0x✌,114799593621966177353702739319676018505434869837171625685613877950093687710239
0x🤞,112786989527561672132149645921122853583946445818209841598922928432655356760043
0x🫰,25528482596060634379619634307941288446165651983438236486996206002933780271287
0x🤟,48428677629339875867039103963231238196812796592596656415598952682335957073079
0x🤘,16661906376891438182235158698073983356687823256526187986967868990024607542112
0x🤙,94262968977723612171852241189100332232645631797767675501470687956019863393612
0x👉,86709396928153446097123530135894272390720032102136199686845700421723593120236
0x👈,17067254262040278675841317751659160250625857241577886072102868522905534545249
0x👆,93939007077539637408301960506448341033250866526085067899364941956394617154786
0x🖕,107429236991988692843577328456337907063669554129984151363173095142129370027506
0x👇,23092831617721969421727565035720017487510274523758252484535640818934058742298
0x☝,16237108707050466100468291431064800266141762856426606044416637916648313791565
0x🫵,90504457910701458665804046542170671277682084589628812052953381494031462488108
0x👍,69703499969552775322583193416322262612156029539649225291432239344350760235922
0x👎,15938703232899016578435502816866528248718441516490326349246061092841628425858
0x✊,26595440710134783690547782560779739863519654048799466501897217736571360363582
0x👊,64374214895913455621438168743481723124175777636241145672549834279171396502538
0x🤛,109824910770510264369799940414068029839547099943301985945112419828622187343538
0x🤜,87382944352310342923618820204899034467461458523191448946763800008640208089715
0x👏,56710032562472951469166429366751609380860221903619837802616391269908287121450
0x🙌,81182409475580149796207296149283201454100718549397606063827207007295464900118
0x🫶,59016711144023477696007094385684274419068038116281848167284126063059090919667
0x👐,71465672477265738919054020993453862789173152004743018467750837173844573120929
0x🤲,13613935019024971489333584925520321585496503384138522619614343684686856632553
0x🤝,108647677244869777455303815659214511035147605798059609160589905817203579202499
0x🙏,106084805082349109740600858825551000295796440599860237651091653779434925658103
0x✍,518117025633446963678248069186139259520149492709371743831576212366325796611
0x💅,46819519059367902478788981447241565716027159000038966039667643561681464568578
0x🤳,12570268431454924715129093242360406876096187682890786755180866999995923131676
0x💪,80214661053956230878283261506099000067440863000076467745685429527269652595470
0x🦾,74354213272993713836940296236646934880909074799338764411983482873925702479411
0x🦿,58043809919714609484358384445480360529757120790738986570797493871393413192626
0x🦶,9529414274249063144674227927028997778945516751135399048323584665704479745203
0x🦵,60626464929677311596362104825510742473454652928844037781150484239974365762920
0x👂,8021826633015699220505153598499716867365671147179013503751006161990096144322
0x🦻,106217835749054978270421675224702453803649940074048297049097578306955135657830
0x👃,31125709941483301831555833230445565058646057472002781948968391644995530036815
0x🧠,21154703875330742224617529888620677723240008319694035728153691437364484419607
0x🫀,7377742650069002343411144527660187592492989789283136262138493031318423649164
0x🫁,60433616215707642686777045390235852187340976635377079605196840556248127118906
0x🦷,60064111244172153798483854144511284439115786149059490962721004793348970783319
0x🦴,107770417052146167889072932938554356233098781182296595197631907316925457573519
0x👀,26579660867387515691749761636167558204661185568995249507448559287950411579376
0x👁,56931294271356881950950210744397688519543688206083433878398366472140141516656
